No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
1910;202100253467;147466;147466-050-161221;20605016406;JHARUT ENERGY GAS E.I.R.L;CARRETERA LOS BAÑOS DEL INCA  LLACANORA ESQUINA CON JR. ZEPITA;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;ESTACIONES DE SERVICIOS;C1:9000:Diesel B5 S-50;C1:4000:GASOHOL 90 PLUS C2:2000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;15000.0;16/12/2021;INDEFINIDO;JHERSON DAVID AGUILAR QUISPE;720
1911;201800200034;122432;122432-050-061218;20601399297;INVERSIONES KELMAIN S.A.C.;CARRETERA AYACUCHO - ANDAHUAYLAS KM. 08;AYACUCHO;HUAMANGA;CARMEN ALTO;ESTACIONES DE SERVICIOS;C1:6650:Diesel B5 S-50;C1:3325:GASOHOL 95 PLUS;C1:6650:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;16625.0;06/12/2018;INDEFINIDO;MAXIMINA PALOMINO VENTURA;0
1912;202300237775;107999;107999-050-260923;20568890605;ESTACIÓN DE SERVICIOS MULTIPLES QUISPE E.I.R.L.;AV. BUENAVENTURA N° 102;HUANCAVELICA;ANGARAES;CCOCHACCASA;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50;C1:4000:Diesel B5 S-50;C1:2000:GASOHOL REGULAR C2:2000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;12000.0;26/09/2023;INDEFINIDO;IGNACIO QUISPE QUICHCA;0
1913;202100253469;124541;124541-050-170122;20605016406;JHARUT ENERGY GAS E.I.R.L;ESQUINA JR. 25 DE DICIEMBRE CON JR. PUYLUCANA CENTRO POBLADO PUYLUCANA;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;ESTACIONES DE SERVICIOS;C1:5345:Diesel B5 S-50;C1:2000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;9345.0;17/01/2022;INDEFINIDO;NICOLAS ERMITANIO AGUILAR CORTEZ;0
1914;202300268785;21660;21660-050-181223;20503840121;REPSOL COMERCIAL S.A.C.;AV. CENTRAL CDRA. 6, SECTOR 1, GRUPO 3, MZ. J, LTS. 1, 2 Y 24;LIMA;LIMA;VILLA EL SALVADOR;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 95 PLUS C2:4000:GASOHOL 90 PLUS;C1:8000:Diesel B5 S-50;C1:4000:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;nan;20000.0;18/12/2023;INDEFINIDO;GISELLA LILIANA BELLIDO CHICHIZOLA;0
1915;201900201654;7350;7350-050-051219;20127765279;COESTI S.A.;AV. EL EJERCITO N° 504;AREQUIPA;AREQUIPA;YANAHUARA;ESTACIONES DE SERVICIOS;C1:6100:GASOHOL 90 PLUS;C1:6100:GASOHOL 90 PLUS;C1:6200:GASOHOL 97 PLUS;C1:6100:GASOHOL 95 PLUS;C1:6100:Diesel B5 S-50;nan;nan;nan;nan;nan;30600.0;05/12/2019;INDEFINIDO;CÉSAR DOMINGO CRUCES LIBERT;0
1916;202200118724;163477;163477-050-030722;20541137735;GRIFO FLOTANTE ISLANDIA III E.I.R.L.;AV. SAN ANTONIO ESQUINA CON PERIODISTAS MZ. E, LOTE 35, PP  JJ SAN ANTONIO;LORETO;MAYNAS;IQUITOS;ESTACIONES DE SERVICIOS;C1:4500:GASOLINA 84;C1:4500:GASOLINA 90;C1:4500:DIESEL B5;nan;nan;nan;nan;nan;nan;nan;13500.0;03/07/2022;INDEFINIDO;BERNARDO MARTIN ZEVALLOS MORI;720
1917;202300122257;123258;123258-050-260523;20609618842;BUSINES GRIFO JD & DJ S.A.C.;AV. CONFRATERNIDAD N° 2095;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50;C1:10000:Diesel B5 S-50;C1:5000:GASOHOL PREMIUM;C1:5000:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;30000.0;26/05/2023;INDEFINIDO;DELFINA ALARCON ARCE;0
1918;201900051061;142341;142341-050-010419;20602724388;TRANSPETROL PERU SOCIEDAD ANONIMA CERRADA;PREDIO EL PUENTE - SECTOR PAMPAS DEL CERRO COLORADO;LA LIBERTAD;CHEPEN;PACANGA;ESTACIONES DE SERVICIOS;C1:1500:GASOHOL 95 PLUS C2:2500:GASOHOL 97 PLUS;C1:1500:GASOHOL 84 PLUS C2:2500:GASOHOL 90 PLUS;C1:6000:Diesel B5 S-50;C1:8000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;22000.0;01/04/2019;INDEFINIDO;DEISSY MAGALY GONZALES ORTEGA;0
1919;201700111905;16670;16670-050-250717;20340226748;VELDI S.A;INTERSECCION DE LA AV. GENERAL CORDOVA N° 1025 Y AV. HIPOLITO UNANUE N° 370.;LIMA;LIMA;MIRAFLORES;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 95 PLUS C2:4000:GASOHOL 97 PLUS;C1:4000:GASOHOL 90 PLUS C2:4000:Diesel B5 S-50;C1:4000:GASOHOL 97 PLUS C2:4000:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;nan;24000.0;19/07/2017;INDEFINIDO;GIULIANA VELASCO DI DOMENICO;0
1920;202000071102;34851;34851-050-090720;20397104398;GRIFOS SAN JUAN S.A.;ESQUINA JR. SANCHEZ CARRION CON JR. SANTIAGO ZAVALA;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4500:Diesel B5 S-50;C1:4500:Diesel B5 S-50;C1:4500:GASOHOL 84 PLUS;C1:2000:GASOHOL 95 PLUS C2:2500:SIN PRODUCTO;C1:4500:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;22500.0;09/07/2020;INDEFINIDO;ELIZABETH CARDENAS ESPEJO;720
1921;201600049856;93305;93305-050-130416;20408092877;TT SERVICIOS GENERALES E.I.R.L.;CARRETERA PATIVILCA - CARAZ KM. 249.1, PREDIO RANRAPUNTA, CARRETERA HUARAZ - CARAZ, SECTOR RANRAHIRCA;ANCASH;YUNGAY;RANRAHIRCA;ESTACIONES DE SERVICIOS;C2:1646:GASOHOL 90 PLUS;C1:3950:Diesel B5 S-50;C1:3950:Diesel B5 S-50;C1:2085:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;11631.0;13/04/2016;INDEFINIDO;CARLOS ENRIQUE MONTES CRUZ;0
1922;201900211729;41242;41242-050-060120;20602213782;M & C HIDROCARBUROS S.A.C.;EL CURAL, LATERAL 06, LOTE Nº 311, KM. 7.5;AREQUIPA;AREQUIPA;UCHUMAYO;ESTACIONES DE SERVICIOS;C1:1250:GASOHOL 95 PLUS;C1:2500:GASOHOL 90 PLUS;C1:2500:Diesel B5 S-50;C1:5000:Diesel B5 S-50;C1:3750:Diesel B5 S-50;nan;nan;nan;nan;nan;15000.0;06/01/2020;INDEFINIDO;MARCEL WINIFRED MACEDO SERRANO;0
1923;202300250659;139477;139477-050-121023;20609214938;SERVICIOS GRIFO ALTIPLANO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;AV. CAMINACA S/N;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5300:Diesel B5 S-50;C1:2650:GASOHOL 84 PLUS;C1:2650:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;10600.0;12/10/2023;INDEFINIDO;VICTOR VILCA PEÑALOZA;0
1924;201600140841;9514;9514-050-131016;20109284948;AUTOSERVICIOS SAN ISIDRO S.R.L.;AV. BENAVIDES 4295 - URB. HIGUERETA;LIMA;LIMA;SANTIAGO DE SURCO;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 90 PLUS;C1:4000:Diesel B5 S-50 C2:4000:GASOHOL 95 PLUS;C1:8000:GASOHOL 97 PLUS;nan;nan;nan;nan;nan;nan;nan;24000.0;13/10/2016;INDEFINIDO;LUCERO BERRY SILVA SANTISTEBAN DE BUSTAMANTE;0
1925;202200005924;8394;8394-050-221123;20607865567;SUPER GRIFO 537 TRES CRUCES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;CALLE TRES CRUCES DE ORO N° 486;CUSCO;CUSCO;CUSCO;ESTACIONES DE SERVICIOS;C1:4600:Diesel B5 S-50;C1:5300:GASOHOL REGULAR;C1:5300:GASOHOL PREMIUM;C1:10435:GASOHOL REGULAR;C1:10513:GASOHOL PREMIUM;nan;nan;nan;nan;nan;36148.0;22/11/2023;INDEFINIDO;RICARDO PEREZ ANDRADE;0
1926;201900107438;8901;8901-050-090719;20558660407;INVERSIONES ISLAY S.A.C.;AV. MARISCAL CASTILLA N° 1001;AREQUIPA;ISLAY;MOLLENDO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3900:GASOHOL 90 PLUS;C1:1000:GASOHOL 90 PLUS;C1:3000:Diesel B5 S-50;C1:2000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;9900.0;09/07/2019;INDEFINIDO;LAURA VERONICA QUEA YANCAYA;0
1927;202100159491;156189;156189-050-010821;10015439888;ABAD ERNESTO JOVE VILCA;CARRETERA JULIACA - HUANCANÉ KM. 25+600, DESVÍO SAMAN;PUNO;AZANGARO;SAMAN;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50;C1:5000:Diesel B5 S-50;C1:2000:GASOHOL 84 PLUS;C1:2000:GASOHOL 90 PLUS;C1:2000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;16000.0;01/08/2021;INDEFINIDO;ABAD ERNESTO JOVE VILCA;720
1928;202300216169;43955;43955-050-061023;20606353716;LEAN INVERSIONES GENERALES E.I.R.L.;AV. CHACHAPOYAS N° 4498 Y JR. GREGORIA KATARI, SECTOR SAN LUIS;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;ESTACIONES DE SERVICIOS;C1:1975:SIN PRODUCTO;C1:9012:Diesel B5 S-50;C1:1975:GASOLINA PREMIUM;C1:5008:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;17970.0;06/10/2023;INDEFINIDO;ROBERT CASTILLO MARRUFO;0
1929;201900013636;140130;140130-050-270319;20601447208;COUR GRUPO EMPRESARIAL S.A.C.;CARRETERA PENETRACION HUARAL - CERRO DE PASCO KM 1 INTERSECCION CON AV. LOS NATURALES PARCELA 25;LIMA;HUARAL;HUARAL;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C2:0:Diesel B5 S-50,SIN PRODUCTO;C1:983:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;3176.0;27/03/2019;INDEFINIDO;GIANCARLO ANTOGNONI URBANO BECERRA;0
1930;201800194784;63910;63910-050-251118;20516453835;INVERSIONES Y ASESORAMIENTO ESCORPIO S.A.C.;CARRETERA PANAMERICANA SUR KM 57.00, PREDIO COMUNAL CHUTANA PAMPA PATITA;LIMA;LIMA;PUCUSANA;ESTACIONES DE SERVICIOS;C1:2000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS C3:2000:GASOHOL 97 PLUS;C1:6000:Diesel B5 S-50;C1:6000:Diesel B5 S-50;C1:4000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;22000.0;25/11/2018;INDEFINIDO;JORGE LUIS GAMARRA ACEVEDO;0
1931;202200024173;16795;16795-050-060422;20540013391;NEGOCIOS E INVERSIONES LYSEN S.A.C.;AV. ALFONSO UGARTE ESQUINA CON JR. ENRIQUE MARQUINA;LA LIBERTAD;PATAZ;TAYABAMBA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2700:GASOHOL 90 PLUS;C1:8000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;10700.0;06/04/2022;INDEFINIDO;LUCIA MARLENY LOPEZ VERA;720
1932;202100228884;159186;159186-050-211121;10020463738;CANAZA YUJRA YOLANDA;JR. 19 DE SETIEMBRE N° 201, ESQ- CON JR. JOSE INCLAN S/N MZ. C LTE 8 BARRIO PROGRESO;PUNO;HUANCANE;HUANCANE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6585:Diesel B5 S-50;C1:3000:GASOHOL 84 PLUS;C1:3000:GASOHOL 90 PLUS;C1:3000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;15585.0;21/11/2021;INDEFINIDO;YOLANDA CANAZA YUJRA;0
1933;202100187894;158328;158328-050-310821;20602231292;CATERER PERU GLOBAL SOCIEDAD ANONIMA CERRADA - CATERER PERU GLOBAL S.A.C.;CARRETERA FEDERICO BASADRE KM. 12.3;UCAYALI;CORONEL PORTILLO;YARINACOCHA;ESTACIONES DE SERVICIOS;C1:5000:GASOLINA 90 C2:4000:GASOLINA 90;C1:5000:DIESEL B5 C2:4000:GASOLINA 90;C1:9000:DIESEL B5;C1:9000:DIESEL B5;nan;nan;nan;nan;nan;nan;36000.0;31/08/2021;INDEFINIDO;LEONILDA CARBAJAL CHACON;0
1934;201800006486;8228;8228-050-160118;20127765279;COESTI S.A.;AV. ARGENTINA N° 1801;LIMA;LIMA;LIMA;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 97 PLUS;C1:4000:SIN PRODUCTO;C1:8000:Diesel B5 S-50;C1:8000:Diesel B5 S-50;C1:8000:GASOHOL 95 PLUS;C1:8000:GASOHOL 90 PLUS;nan;nan;nan;nan;44000.0;16/01/2018;INDEFINIDO;CESAR DOMINGO CRUCES LIBERT;480
1935;202200118736;40173;40173-050-070722;20528289453;SERVICENTRO NANAY E.I.R.L.;AV LA MARINA KM. 4.5;LORETO;MAYNAS;PUNCHANA;ESTACIONES DE SERVICIOS;C1:2766:GASOLINA 90;C1:2766:DIESEL B5;C1:1475:SIN PRODUCTO;C1:2766:GASOLINA 84;nan;nan;nan;nan;nan;nan;9773.0;07/07/2022;INDEFINIDO;RICARDO MARTIN VILCA RAMIREZ;480
1936;201900185072;18501;18501-050-281119;20552145811;ROOSSEVELT INVERSIONES GENERALES S.R.L.;ESQ. AV. ENCALADA CON AV. HUANCARAMA (EX AV. FERROCARRIL) MZ. A3 LTS. 12 Y 13, URB. LAS PRADERAS;LIMA;LIMA;SANTA ANITA;ESTACIONES DE SERVICIOS;C1:4000:SIN PRODUCTO C2:4000:Diesel B5 S-50;C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;22000.0;28/11/2019;INDEFINIDO;ALFREDO RUSBEL ENRIQUEZ VENTURA;720
1937;202300125509;94861;94861-050-200623;20479611654;ESTACIÓN DE SERVICIOS SEÑOR DE LA MONTAÑA E.I.R.L.;AV. CARRETERA MARGINAL KM 307 + 354 CASERIO SUYOBAMBA;AMAZONAS;BONGARA;JAZAN;ESTACIONES DE SERVICIOS;C1:3950:Diesel B5 S-50;C1:1975:GASOHOL PREMIUM C2:1975:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;7900.0;20/06/2023;INDEFINIDO;JORGE LUIS ARCE REQUEJO;0
1938;202200254921;166265;166265-050-191222;10200291862;MAYTA GUERRA REMIGIO ANGELICO;CARRETERA FEDERICO BASADRE MZ. A LT. 8, 9, 10,11,13,14 H.U.P. VILLA EMLITA;UCAYALI;CORONEL PORTILLO;CALLERIA;ESTACIONES DE SERVICIOS;C1:5500:GASOLINA 90 C2:3000:GASOHOL 95 PLUS;C1:9000:DIESEL B5;C1:9000:DIESEL B5;nan;nan;nan;nan;nan;nan;nan;26500.0;19/12/2022;INDEFINIDO;MAYTA GUERRA REMIGIO ANGELICO;0
1939;1976661;85763;0005-GRIF-12-2010;10199825009;EDGAR FERNANDO NAVARRO BALVIN;CALLE REAL Nº 496;JUNIN;HUANCAYO;SICAYA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1050:GASOLINA 90;C1:1100:GASOLINA 84;C1:4200:DIESEL B2;nan;nan;nan;nan;nan;nan;nan;6350.0;19/03/2010;INDEFINIDO;NAVARRO BALVIN, EDGAR FERNANDO;0
1940;202100269438;103317;103317-050-160222;20454744617;GRIFO LOS OLIVOS E.I.R.L.;CARRETERA PANAMERICANA SUR KM 566;AREQUIPA;CARAVELI;YAUCA;ESTACIONES DE SERVICIOS;C1:3183:Diesel B5 S-50;C1:1120:GASOHOL 97 PLUS;C1:1120:GASOHOL 95 PLUS;C1:3181:Diesel B5 S-50;C1:2051:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;10655.0;16/02/2022;INDEFINIDO;LUCIANA ADELA HUARACA CANALES;720
1941;201800200951;121870;121870-050-031218;20601787963;INVERSIONES CHOLO S.A.C.;AV. HIPODROMO S/N ESQUINA CON JR. LOS LIBERTADORES;HUANCAVELICA;ACOBAMBA;PAUCARA;ESTACIONES DE SERVICIOS;C1:2000:GASOHOL 90 PLUS C2:2000:GASOHOL 90 PLUS C3:2000:Diesel B5 S-50;C1:6000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;nan;12000.0;03/12/2018;INDEFINIDO;MAURICIO AROTOMA TOLEDO;720
1942;201900144481;43664;43664-050-060919;20602708285;INVERSIONES GRIFO LOS ANDES E.I.R.L.;AV. PERU N° 432;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 95 PLUS;C1:6000:Diesel B5 S-50;C1:6000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;16000.0;06/09/2019;INDEFINIDO;FELIZA MARTINEZ DE PALOMINO;0
1943;202200062915;83013;83013-050-210422;20502445805;WARI SERVICE S.A.C.;AV. PANAMERICANA S/N, SECTOR URUBAMBA;APURIMAC;AYMARAES;CHALHUANCA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50;C1:6000:Diesel B5 S-50;C1:3300:GASOHOL 90 PLUS;C1:4600:GASOHOL 95 PLUS;C1:3000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;22900.0;21/04/2022;INDEFINIDO;RICHARD ARMANDO PALOMINO ORTIZ;0
1944;202300255244;140989;140989-050-241023;20490963562;GRIFO Y REPUESTOS MENA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;CENTRO POBLADO QUEBRADA HONDA S/N;CUSCO;CALCA;YANATILE;ESTACIONES DE SERVICIOS;C1:4390:Diesel B5 S-50;C1:2284:GASOHOL REGULAR;C1:2142:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;nan;8816.0;24/10/2023;24/10/2024;ZENON MENA HUALLPA;0
1945;201700182342;17856;17856-050-311017;20419028330;NEGOCIACIONES COMERCIALES NUEVO PERU E.I.R.L.;AA.HH. SANTA MARIA, MZ. C1, LOTE 21;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:GASOHOL 95 PLUS;C1:1500:GASOHOL 90 PLUS;C1:3500:Diesel B5 S-50;C1:1500:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;8500.0;31/10/2017;INDEFINIDO;MARTHA NATALIA CINILLA MEDINA;0
1946;202300111474;7219;7219-050-290523;10038654638;BIENVENIDO VENTURA PEÑA REYES;PANAMERICANA NORTE KM. 1208;PIURA;TALARA;LOS ORGANOS;ESTACIONES DE SERVICIOS;C1:3700:Diesel B5 S-50;C1:3700:GASOHOL REGULAR;C1:2800:GASOHOL PREMIUM;C1:3700:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;13900.0;29/05/2023;INDEFINIDO;BIENVENIDO VENTURA PEÑA REYES;0
1947;202300179615;97298;97298-050-040823;20556119636;XACT PERU S.A.C.;CARRETERA PANAMERICANA SUR KM 446, PARCELA N° 16, SECTOR CURVE ALTO;ICA;NAZCA;NAZCA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50;C1:10000:Diesel B5 S-50;C1:5000:Diesel B5 S-50;C1:5000:GASOHOL REGULAR;C1:2500:GASOHOL PREMIUM C2:2500:Diesel B5 S-50;nan;nan;nan;nan;nan;35000.0;04/08/2023;INDEFINIDO;JOSE JENNER BAZAN RODRIGUEZ;0
1948;202300095852;166186;166186-050-090623;20609601125;ESTACION DE SERVICIOS BORDA E.I.R.L.;PREDIO PERIAVENTE ALTA PARCELA N°PAL-35 REFERENCIA CARRETERA HACIA CHOYMACOTA, ANEXO PERIAVENTE ALTA;AYACUCHO;HUANTA;LLOCHEGUA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50;C1:10000:GASOHOL REGULAR;C1:5000:GASOHOL PREMIUM C2:3000:GASOHOL PREMIUM C3:2000:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;nan;30000.0;31/05/2023;31/01/2024;CIRILA QUISPE BORDA;0
1949;201500140499;38292;38292-050-271015;20486999790;COMERCIAL Y SERVICIOS MULTIPLES FELICIA S.A.C.;AV. ATAHUALPA Nº 106;JUNIN;CHUPACA;HUACHAC;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:GASOHOL 90 PLUS;C1:4000:SIN PRODUCTO;C1:4000:DIESEL B5;nan;nan;nan;nan;nan;nan;nan;12000.0;27/10/2015;INDEFINIDO;ELIZABETH FELICIA YANASE ROJAS;0
1950;202200111706;163325;163325-050-290822;20220724809;GRIFOS KAMT S.A.C;ESQUINA AV. 28 DE JULIO N° 355 CON CALLE N° 1;LA LIBERTAD;CHEPEN;CHEPEN;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50 C2:3000:GASOHOL 97 PLUS;C1:6000:GASOHOL 90 PLUS;C1:3000:GASOHOL 95 PLUS C2:3000:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;nan;18000.0;29/08/2022;INDEFINIDO;MARIA ELENA BETZABE ELIAS PAREDES;0
1951;202300169411;104091;104091-050-140823;20568196067;ESTACION DE SERVICIOS F Y F SEÑOR DE MURUHUAY E.I.R.L.;AV. VICTOR VILLACHICA GAMBINI S/N - SECTOR CHUNCHUYACU;JUNIN;CHANCHAMAYO;SAN RAMON;ESTACIONES DE SERVICIOS;C1:5905:Diesel B5 S-50;C1:1623:GASOHOL PREMIUM C2:2473:GASOHOL REGULAR;nan;nan;nan;nan;nan;nan;nan;nan;10001.0;14/08/2023;INDEFINIDO;NELLY MERIDA UMPIRE REVOLLAR;240
1952;202300264410;21390;21390-050-291023;20432550452;INVERSIONES F & Z S.A.;CARRETERA CUSCO - URUBAMBA KM. 12.5;CUSCO;ANTA;CACHIMAYO;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50;C1:4000:SIN PRODUCTO C2:4000:GASOHOL REGULAR;C1:2000:SIN PRODUCTO C2:2000:GASOHOL PREMIUM C3:2000:SIN PRODUCTO C4:2000:SIN PRODUCTO;nan;nan;nan;nan;nan;nan;nan;24000.0;29/10/2023;INDEFINIDO;LUIS ARTURO FLOREZ GARCIA;0
1953;201800064050;135719;135719-050-030518;20601169038;ESTACION DE SERVICIOS CHUCHUMARAY S.A.C.;CARRETERA A PARCOY S/N SECTOR CHUCHUMARAY;LA LIBERTAD;PATAZ;PARCOY;ESTACIONES DE SERVICIOS;C1:4640:Diesel B5 S-50;C1:2654:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;nan;7294.0;03/05/2018;INDEFINIDO;YESCENIA ZAVALA FRANCO;0
1954;201800200945;140132;140132-050-071218;20100075858;GRIFO SAN IGNACIO S.A.C;PREDIO RURAL UBICA RURAL CE 288944 CN 8780634 CODIGO PREDIO/8-2858705 - 00030 UNIDAD CATASTRAL 00030/PREDIO PARCELA 31, LT1;LIMA;CANTA;SANTA ROSA DE QUIVES;ESTACIONES DE SERVICIOS;C1:12000:Diesel B5 S-50;C1:12000:Diesel B5 S-50;C1:5000:GASOHOL 90 PLUS C2:2000:GASOHOL 84 PLUS C3:2000:GASOHOL 97 PLUS C4:3000:GASOHOL 95 PLUS;nan;nan;nan;nan;nan;nan;nan;36000.0;07/12/2018;INDEFINIDO;ANA PATRICIA ESPINOZA VASQUEZ;0
1955;202100106309;38976;38976-050-270721;20497626588;GRIFOS AQP S.R.L.;ESQUINA AV. 15 DE AGOSTO CON CALLE N° 7, LOTES 1 Y 2, ASOCIACIÓN DE VIVIENDA VILLA CHACHAS;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;ESTACIONES DE SERVICIOS;C1:2600:Diesel B5 S-50;C1:2600:GASOHOL 95 PLUS;C1:2600:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;7800.0;27/07/2021;INDEFINIDO;EUSEBIO RAUL LLAZA NINA;280
1956;202000201222;145213;145213-050-060121;20607080900;A.L. MARS E.I.R.L.;CARRETERA ASFALTADA HUARAZ  LIMA  SECTOR CASERIO ICHI HUISCA;ANCASH;RECUAY;TICAPAMPA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50;C1:2000:GASOHOL 95 PLUS;C1:2000:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;nan;9000.0;06/01/2021;INDEFINIDO;JORGE DIONICIO ARNAO SANCHEZ;240
1957;202000054847;20026;20026-050-060520;10033040895;ALVARADO CALLE SEGISMUNDO;KM. 50 CARRETERA CHULUCANAS;PIURA;MORROPON;CHULUCANAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2050:Diesel B5 S-50;C1:1100:GASOHOL 90 PLUS;C1:750:GASOHOL 84 PLUS;nan;nan;nan;nan;nan;nan;nan;3900.0;06/05/2020;INDEFINIDO;SEGISMUNDO ALVARADO CALLE;0
1958;202200165936;82884;82884-050-220822;10107358388;JUAN ORLANDO SILVA MARROQUIN;AV. NILA CERRUTI S/N LOTE 186 SECTOR CAFETAL III LA CALERA;LA LIBERTAD;PACASMAYO;GUADALUPE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2400:Diesel B5 S-50;C1:1700:GASOHOL 95 PLUS;C1:600:GASOHOL 97 PLUS;C1:1700:GASOHOL 90 PLUS;nan;nan;nan;nan;nan;nan;6400.0;22/08/2022;INDEFINIDO;JUAN ORLANDO SILVA MARROQUIN;0
1959;202300168843;20021;20021-050-150823;20171880115;MUNICIPALIDAD DISTRITAL DE TORATA;CARRETERA BINACIONAL ILO DESAGUADERO - LA PAZ KM. 28;MOQUEGUA;MARISCAL NIETO;TORATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:GASOHOL PREMIUM;C1:5000:GASOHOL REGULAR;C1:5000:Diesel B5 S-50;nan;nan;nan;nan;nan;nan;nan;15000.0;15/08/2023;INDEFINIDO;ELVIS RIDER CORDOVA NINA;0
